model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,Brand
Q3,2017,21583,Semi-Auto,46066,Petrol,145,40.4,2.0,Audi
A3,2019,21490,Semi-Auto,6874,Petrol,145,42.2,1.5,Audi
A3,2019,22997,Semi-Auto,5000,Diesel,145,52.3,1.6,Audi
A1,2015,10716,Manual,34616,Diesel,0,80.7,1.6,Audi
A3,2019,17691,Manual,12666,Diesel,145,51.4,1.6,Audi
A4,2019,20933,Semi-Auto,10809,Diesel,145,51.4,2.0,Audi
Q3,2019,26978,Semi-Auto,10778,Diesel,145,47.1,2.0,Audi
A6,2020,52500,Semi-Auto,2000,Diesel,145,50.4,2.0,Audi
A3,2016,17950,Manual,58000,Diesel,20,70.6,1.6,Audi
A4,2019,34950,Manual,5800,Petrol,145,39.2,2.0,Audi
Q3,2017,17498,Manual,21225,Petrol,125,51.4,1.4,Audi
A3,2016,10998,Manual,41014,Petrol,125,53.3,1.4,Audi
A3,2016,16950,Manual,67000,Diesel,0,74.3,1.6,Audi
A6,2018,48950,Semi-Auto,19500,Diesel,145,39.8,3.0,Audi
A3,2017,15995,Manual,28987,Petrol,30,57.6,1.4,Audi
A3,2017,11895,Manual,30899,Petrol,145,62.8,1.0,Audi
Q3,2018,19000,Manual,11450,Petrol,145,51.4,1.4,Audi
A4,2020,34990,Semi-Auto,50,Diesel,145,50.4,2.0,Audi
Q3,2019,27990,Semi-Auto,6000,Diesel,145,48.7,2.0,Audi
A6,2018,23490,Semi-Auto,11551,Diesel,150,61.4,2.0,Audi
A4,2019,20991,Semi-Auto,10577,Diesel,145,51.4,2.0,Audi
A4,2016,17490,Manual,29955,Petrol,150,48.7,2.0,Audi
A4,2016,13990,Semi-Auto,53340,Petrol,30,53.3,2.0,Audi
A6,2016,16710,Semi-Auto,69030,Diesel,145,56.5,2.0,Audi
A3,2015,9998,Manual,27890,Diesel,0,74.3,1.6,Audi
A1,2013,8998,Manual,53529,Petrol,125,52.3,1.4,Audi
A1,2015,11998,Semi-Auto,12277,Diesel,0,76.3,1.6,Audi
A3,2016,17870,Semi-Auto,42334,Diesel,125,57.6,2.0,Audi
Q3,2018,24477,Semi-Auto,26388,Petrol,150,40.4,2.0,Audi
A4,2017,18101,Manual,22309,Petrol,150,51.4,1.4,Audi
A6,2016,18243,Semi-Auto,46331,Diesel,150,55.4,2.0,Audi
A1,2018,15290,Manual,21633,Petrol,150,47.9,1.0,Audi
A3,2019,29490,Semi-Auto,355,Petrol,150,34.9,2.0,Audi
A3,2016,16298,Semi-Auto,43014,Diesel,125,57.6,2.0,Audi
Q3,2017,19998,Manual,15449,Petrol,145,49.6,1.4,Audi
A1,2016,11000,Manual,23707,Petrol,30,55.4,1.4,Audi
A3,2016,11679,Semi-Auto,44696,Diesel,20,70.6,1.6,Audi
A1,2017,14399,Manual,25168,Petrol,30,55.4,1.4,Audi
Q3,2019,32390,Semi-Auto,14600,Petrol,150,37.2,1.5,Audi
Q3,2015,16490,Semi-Auto,18776,Diesel,150,55.4,2.0,Audi
A3,2015,15998,Semi-Auto,24120,Diesel,20,70.6,1.6,Audi
A1,2016,11698,Manual,24015,Petrol,0,67.3,1.0,Audi
A3,2018,18998,Manual,9118,Petrol,145,58.9,1.4,Audi
A3,2018,20977,Manual,10045,Petrol,145,42.2,1.5,Audi
A1,2016,10920,Manual,24800,Petrol,0,67.3,1.0,Audi
A1,2017,11201,Manual,17425,Petrol,145,67.3,1.0,Audi
A4,2017,17995,Manual,40133,Diesel,145,62.8,2.0,Audi
A3,2017,17985,Manual,27691,Petrol,150,55.4,1.5,Audi
A3,2016,17798,Semi-Auto,26054,Petrol,30,56.5,1.4,Audi
A1,2016,17798,Manual,19118,Petrol,235,39.8,2.0,Audi
Q3,2017,25498,Semi-Auto,16078,Petrol,145,40.4,2.0,Audi
A3,2017,17998,Manual,19349,Petrol,30,60.1,1.4,Audi
A4,2018,19998,Manual,13268,Petrol,145,51.4,1.4,Audi
A3,2019,23269,Semi-Auto,5665,Diesel,150,52.3,1.6,Audi
A1,2015,9399,Manual,51445,Diesel,0,80.7,1.6,Audi
A4,2016,12270,Manual,55885,Diesel,0,74.3,2.0,Audi
Q3,2017,20298,Semi-Auto,12122,Diesel,150,55.4,2.0,Audi
Q3,2016,17298,Manual,32155,Petrol,150,49.6,1.4,Audi
A4,2016,14798,Manual,32879,Diesel,0,74.3,2.0,Audi
A4,2014,12898,Manual,43012,Diesel,150,55.4,2.0,Audi
Q3,2016,16898,Semi-Auto,15274,Petrol,150,47.9,1.4,Audi
A4,2014,9198,Manual,60667,Diesel,30,65.7,2.0,Audi
A4,2016,19498,Semi-Auto,16922,Diesel,30,65.7,2.0,Audi
A6,2016,16998,Semi-Auto,39333,Diesel,20,64.2,2.0,Audi
A6,2017,19790,Semi-Auto,43442,Diesel,145,61.4,2.0,Audi
Q3,2015,14640,Automatic,60889,Diesel,160,50.4,2.0,Audi
A1,2016,13180,Manual,14722,Diesel,20,72.4,1.6,Audi
A3,2015,13923,Manual,38146,Petrol,30,57.6,1.4,Audi
A6,2016,16420,Manual,52576,Diesel,30,61.4,2.0,Audi
A4,2017,15700,Manual,17789,Petrol,145,52.3,1.4,Audi
A4,2018,17990,Manual,40442,Diesel,145,68.9,2.0,Audi
A4,2015,14998,Manual,54654,Diesel,145,55.4,2.0,Audi
A1,2016,11998,Manual,20527,Petrol,0,67.3,1.0,Audi
A3,2017,18998,Semi-Auto,19588,Petrol,30,56.5,1.4,Audi
A3,2017,19498,Semi-Auto,14413,Petrol,145,56.5,1.5,Audi
A4,2018,17498,Manual,17288,Petrol,145,52.3,1.4,Audi
Q3,2017,23798,Semi-Auto,20969,Petrol,145,40.4,2.0,Audi
A4,2018,27390,Semi-Auto,10223,Petrol,150,36.7,3.0,Audi
A4,2017,16380,Manual,38331,Diesel,20,68.9,2.0,Audi
Q3,2016,16790,Manual,39697,Petrol,145,49.6,1.4,Audi
A6,2016,13498,Semi-Auto,78545,Diesel,20,67.3,2.0,Audi
A4,2018,19998,Manual,17204,Petrol,145,51.4,1.4,Audi
A4,2018,18298,Manual,23319,Petrol,145,51.4,1.4,Audi
A4,2018,18298,Manual,15529,Petrol,145,50.4,1.4,Audi
A4,2018,17798,Semi-Auto,10730,Petrol,145,51.4,1.4,Audi
A3,2014,8280,Manual,81457,Diesel,0,74.3,1.6,Audi
A4,2013,10210,Manual,36219,Petrol,145,49.6,1.8,Audi
Q3,2016,19291,Manual,19122,Diesel,145,52.3,2.0,Audi
A1,2016,9250,Manual,61306,Diesel,0,80.7,1.6,Audi
A3,2016,10000,Manual,75308,Diesel,20,68.9,2.0,Audi
Q3,2016,18620,Semi-Auto,30647,Diesel,145,51.4,2.0,Audi
A4,2015,8999,Manual,85782,Diesel,30,64.2,2.0,Audi
A1,2015,8000,Manual,92760,Diesel,0,80.7,1.6,Audi
A4,2016,11000,Semi-Auto,73722,Diesel,0,72.4,2.0,Audi
A3,2015,8000,Manual,91567,Diesel,20,70.6,1.6,Audi
A4,2013,11850,Manual,81171,Diesel,125,58.9,2.0,Audi
A3,2016,8600,Manual,90818,Diesel,0,83.1,1.6,Audi
A1,2015,8390,Manual,54000,Diesel,0,80.7,1.6,Audi
Q3,2013,11190,Manual,60000,Diesel,150,54.3,2.0,Audi
A3,2014,11690,Manual,33000,Petrol,30,57.6,1.2,Audi
Q3,2017,16250,Semi-Auto,38500,Petrol,145,47.9,1.4,Audi
A1,2017,14995,Manual,21796,Petrol,30,56.5,1.4,Audi
Q3,2016,16995,Manual,34396,Diesel,145,52.3,2.0,Audi
A6,2016,16950,Semi-Auto,36211,Diesel,20,64.2,2.0,Audi
A1,2015,14730,Manual,42255,Petrol,235,39.8,2.0,Audi
Q3,2016,19000,Semi-Auto,15110,Petrol,145,47.9,1.4,Audi
A3,2016,12500,Manual,36385,Petrol,125,53.3,1.4,Audi
A1,2015,13500,Semi-Auto,37231,Petrol,30,56.5,1.4,Audi
Q3,2016,18350,Semi-Auto,30647,Diesel,145,51.4,2.0,Audi
A3,2015,8950,Manual,62710,Diesel,0,74.3,1.6,Audi
Q3,2015,17000,Semi-Auto,43740,Petrol,145,47.9,1.4,Audi
A3,2015,12500,Semi-Auto,49548,Petrol,20,60.1,1.4,Audi
A4,2016,16000,Manual,29112,Diesel,0,74.3,2.0,Audi
Q3,2016,18000,Manual,24602,Diesel,145,52.3,2.0,Audi
A1,2015,10950,Manual,48299,Petrol,30,57.6,1.4,Audi
A1,2016,11000,Manual,29328,Petrol,0,67.3,1.0,Audi
A3,2018,18998,Manual,12186,Petrol,145,60.1,1.0,Audi
A4,2016,13995,Semi-Auto,56615,Diesel,20,70.6,2.0,Audi
A6,2014,13491,Semi-Auto,52419,Diesel,30,64.2,2.0,Audi
Q3,2016,16995,Semi-Auto,61260,Diesel,160,50.4,2.0,Audi
A3,2014,11495,Semi-Auto,39585,Petrol,30,57.6,1.4,Audi
A3,2016,11495,Manual,21000,Diesel,0,74.3,1.6,Audi
Q3,2016,15495,Manual,15541,Diesel,30,61.4,2.0,Audi
Q3,2016,16250,Manual,29841,Diesel,125,60.1,2.0,Audi
Q3,2015,14791,Semi-Auto,49652,Diesel,150,54.3,2.0,Audi
A6,2016,19999,Semi-Auto,15016,Diesel,30,61.4,2.0,Audi
A1,2017,11000,Manual,18988,Petrol,145,67.3,1.0,Audi
Q3,2014,13990,Manual,55735,Diesel,160,49.6,2.0,Audi
Q3,2017,19152,Manual,25000,Petrol,150,49.6,1.4,Audi
A3,2014,13299,Manual,24003,Petrol,30,54.3,1.4,Audi
A3,2015,13480,Manual,45427,Petrol,125,52.3,1.4,Audi
A1,2015,11295,Manual,44500,Diesel,0,80.7,1.6,Audi
A3,2020,21995,Manual,5000,Diesel,145,56.5,2.0,Audi
A4,2020,43995,Semi-Auto,4000,Diesel,145,40.9,3.0,Audi
A3,2014,8895,Manual,50262,Diesel,0,74.3,1.6,Audi
A1,2015,11484,Manual,45070,Petrol,30,55.4,1.4,Audi
A3,2016,20560,Semi-Auto,26860,Petrol,160,44.1,2.0,Audi
A1,2016,10260,Manual,47779,Petrol,30,55.4,1.4,Audi
A3,2015,10930,Manual,41683,Petrol,20,58.9,1.4,Audi
A3,2013,11491,Semi-Auto,59000,Petrol,30,56.5,1.4,Audi
A1,2014,7951,Manual,53291,Diesel,0,74.3,1.6,Audi
A3,2017,20999,Manual,20949,Petrol,200,40.4,2.0,Audi
Q3,2015,12750,Manual,78962,Diesel,125,60.1,2.0,Audi
A1,2016,9950,Manual,24396,Petrol,0,67.3,1.0,Audi
Q3,2014,15995,Semi-Auto,24000,Petrol,265,36.7,2.0,Audi
Q3,2020,36995,Semi-Auto,2000,Diesel,150,45.6,2.0,Audi
A3,2017,19995,Manual,17800,Petrol,150,54.3,1.5,Audi
Q3,2018,21995,Semi-Auto,43000,Diesel,150,53.3,2.0,Audi
A1,2017,10995,Manual,45000,Diesel,0,76.3,1.6,Audi
Q3,2020,25995,Manual,7000,Petrol,150,40.9,1.5,Audi
Q3,2015,17250,Manual,21350,Diesel,160,49.6,2.0,Audi
A1,2015,12400,Manual,18200,Diesel,0,80.7,1.6,Audi
A6,2017,21195,Semi-Auto,32000,Diesel,145,61.4,2.0,Audi
Q3,2020,32995,Semi-Auto,3000,Diesel,145,47.1,2.0,Audi
A1,2017,14995,Semi-Auto,11500,Petrol,145,57.6,1.4,Audi
A1,2017,12495,Manual,26500,Petrol,145,55.4,1.4,Audi
A3,2014,10995,Manual,42450,Petrol,20,60.1,1.4,Audi
A3,2016,12832,Manual,64278,Diesel,30,65.7,2.0,Audi
A4,2018,18370,Manual,30963,Diesel,145,68.9,2.0,Audi
A4,2014,10995,Semi-Auto,48500,Diesel,125,58.9,2.0,Audi
A1,2017,14995,Manual,15000,Petrol,30,56.5,1.4,Audi
Q3,2013,13495,Manual,40000,Diesel,165,49.6,2.0,Audi
Q3,2015,17750,Manual,32000,Diesel,150,52.3,2.0,Audi
A6,2016,16750,Manual,50764,Diesel,30,61.4,2.0,Audi
A3,2017,15141,Manual,8391,Petrol,20,60.1,1.0,Audi
Q3,2017,16495,Manual,16000,Diesel,30,61.4,2.0,Audi
A6,2019,43995,Automatic,7500,Diesel,145,37.7,3.0,Audi
A4,2020,26995,Manual,4000,Petrol,145,42.2,2.0,Audi
A3,2018,21499,Manual,4012,Petrol,150,42.2,1.5,Audi
A1,2014,13750,Semi-Auto,24914,Petrol,20,60.1,1.4,Audi
A1,2015,10800,Manual,55369,Diesel,0,80.7,1.6,Audi
A1,2015,11750,Manual,30826,Petrol,30,55.4,1.4,Audi
A3,2016,21990,Semi-Auto,26824,Petrol,200,40.4,2.0,Audi
A4,2019,24990,Semi-Auto,12126,Diesel,150,49.6,2.0,Audi
A1,2015,15995,Manual,23514,Petrol,240,39.8,2.0,Audi
A6,2016,16230,Manual,52246,Diesel,30,58.9,2.0,Audi
A1,2015,9580,Manual,44141,Petrol,30,57.6,1.4,Audi
Q3,2014,12995,Semi-Auto,53000,Diesel,200,47.9,2.0,Audi
A4,2020,32995,Semi-Auto,2000,Diesel,145,49.6,2.0,Audi
A4,2020,26995,Manual,2000,Petrol,145,41.5,2.0,Audi
A4,2020,29995,Manual,4000,Petrol,145,38.2,2.0,Audi
A4,2020,32995,Semi-Auto,2000,Petrol,145,38.2,2.0,Audi
A4,2020,31995,Semi-Auto,1000,Petrol,145,40.9,2.0,Audi
Q3,2019,27495,Manual,6000,Diesel,145,42.8,2.0,Audi
Q3,2013,12695,Semi-Auto,40000,Diesel,200,47.9,2.0,Audi
A4,2019,26995,Semi-Auto,5100,Petrol,145,38.2,2.0,Audi
Q3,2017,24395,Semi-Auto,13200,Petrol,145,40.4,2.0,Audi
Q3,2019,25995,Semi-Auto,8300,Diesel,145,48.7,2.0,Audi
A6,2018,19995,Manual,38000,Diesel,145,61.4,2.0,Audi
A1,2018,14995,Manual,34000,Petrol,145,55.4,1.4,Audi
A1,2014,13750,Semi-Auto,24900,Petrol,20,60.1,1.4,Audi
A4,2019,28795,Semi-Auto,5000,Diesel,145,54.3,2.0,Audi
A4,2019,28795,Semi-Auto,5000,Petrol,145,42.2,2.0,Audi
A4,2019,26695,Semi-Auto,5000,Diesel,145,51.4,2.0,Audi
A1,2017,15995,Manual,12000,Petrol,145,58.9,1.4,Audi
A4,2016,13910,Manual,67840,Diesel,30,64.2,2.0,Audi
A3,2018,18195,Manual,19517,Petrol,145,54.3,1.5,Audi
A4,2017,15540,Automatic,35452,Diesel,145,70.6,2.0,Audi
Q3,2016,19000,Semi-Auto,45332,Petrol,205,40.4,2.0,Audi
A3,2016,15800,Manual,23631,Petrol,30,58.9,1.4,Audi
A1,2016,10765,Manual,38731,Diesel,0,76.3,1.6,Audi
A1,2015,10965,Manual,47000,Petrol,30,55.4,1.4,Audi
A3,2016,17495,Manual,21500,Petrol,30,58.9,1.4,Audi
A4,2017,26995,Semi-Auto,19650,Petrol,145,38.7,3.0,Audi
A1,2016,12995,Manual,38000,Petrol,30,56.5,1.4,Audi
Q3,2015,13995,Manual,41000,Diesel,30,61.4,2.0,Audi
A6,2018,19495,Semi-Auto,47500,Diesel,145,64.2,2.0,Audi
A6,2017,20495,Manual,34000,Diesel,145,61.4,2.0,Audi
Q3,2019,24995,Manual,5000,Petrol,145,40.9,1.5,Audi
A6,2019,26995,Semi-Auto,6000,Diesel,145,47.9,2.0,Audi
A4,2019,27495,Semi-Auto,7000,Diesel,145,49.6,2.0,Audi
A4,2019,24995,Manual,8000,Petrol,145,38.2,2.0,Audi
A4,2019,26295,Automatic,7000,Diesel,145,48.7,2.0,Audi
A6,2016,20995,Semi-Auto,23700,Diesel,30,61.4,3.0,Audi
A1,2017,14790,Semi-Auto,15663,Petrol,150,56.5,1.4,Audi
A4,2014,9990,Manual,49441,Diesel,30,62.8,2.0,Audi
A3,2018,16990,Semi-Auto,19704,Petrol,150,58.9,1.5,Audi
A3,2015,15795,Manual,33000,Petrol,20,60.1,1.4,Audi
Q3,2020,34995,Semi-Auto,5000,Diesel,145,47.1,2.0,Audi
A6,2019,41995,Semi-Auto,6500,Diesel,145,37.7,3.0,Audi
A1,2017,10465,Manual,44330,Diesel,0,76.3,1.6,Audi
A4,2016,12465,Manual,61224,Diesel,20,70.6,2.0,Audi
A3,2016,15965,Manual,32110,Petrol,125,49.6,2.0,Audi
A3,2015,15995,Manual,18939,Diesel,20,68.9,2.0,Audi
A3,2015,15995,Manual,18400,Diesel,20,68.9,2.0,Audi
A3,2017,18995,Manual,9538,Petrol,150,56.5,1.4,Audi
A3,2018,22900,Semi-Auto,18972,Petrol,150,47.9,2.0,Audi
Q3,2016,18000,Manual,24602,Diesel,145,52.3,2.0,Audi
A3,2015,12500,Automatic,49548,Petrol,20,60.1,1.4,Audi
A1,2015,10800,Manual,55600,Diesel,0,80.7,1.6,Audi
A3,2019,24995,Semi-Auto,5000,Diesel,145,50.4,2.0,Audi
Q3,2017,17995,Manual,15968,Petrol,150,49.6,1.4,Audi
Q3,2016,17600,Semi-Auto,41324,Diesel,160,50.4,2.0,Audi
A4,2017,13700,Semi-Auto,67227,Diesel,145,70.6,2.0,Audi
Q3,2017,15860,Semi-Auto,44080,Petrol,145,47.9,1.4,Audi
Q3,2017,15790,Manual,39544,Petrol,125,51.4,1.4,Audi
A4,2016,17995,Manual,34714,Diesel,30,62.8,2.0,Audi
A4,2016,16600,Manual,29112,Diesel,0,74.3,2.0,Audi
A1,2013,9750,Manual,29773,Petrol,125,52.3,1.4,Audi
A3,2016,12500,Manual,36385,Petrol,125,53.3,1.4,Audi
A1,2016,10965,Manual,24642,Petrol,0,67.3,1.0,Audi
A3,2016,13454,Manual,57296,Petrol,30,57.6,1.4,Audi
Q3,2017,18291,Manual,28615,Diesel,145,56.5,2.0,Audi
Q3,2019,28500,Manual,5500,Diesel,145,42.8,2.0,Audi
A6,2019,30500,Automatic,7000,Diesel,145,50.4,2.0,Audi
A6,2019,30500,Automatic,100,Diesel,145,50.4,2.0,Audi
A4,2017,19000,Semi-Auto,45100,Petrol,160,45.6,2.0,Audi
A4,2019,26495,Semi-Auto,9482,Diesel,150,47.9,2.0,Audi
A6,2018,24480,Semi-Auto,30067,Petrol,150,47.1,1.8,Audi
Q3,2016,18940,Manual,30146,Diesel,165,49.6,2.0,Audi
A4,2018,16980,Manual,27954,Petrol,150,53.3,1.4,Audi
Q3,2018,21500,Manual,20000,Petrol,150,49.6,1.4,Audi
Q3,2016,17995,Manual,17800,Diesel,30,60.1,2.0,Audi
A3,2018,26750,Semi-Auto,19602,Petrol,145,43.5,2.0,Audi
A3,2019,22480,Manual,6925,Diesel,145,51.4,1.6,Audi
A3,2016,16040,Manual,20770,Petrol,30,58.9,1.4,Audi
A3,2017,15980,Manual,46879,Diesel,150,57.6,2.0,Audi
A1,2015,10980,Manual,40222,Diesel,0,80.7,1.6,Audi
A3,2016,17980,Manual,23663,Diesel,125,57.6,2.0,Audi
Q3,2019,35480,Semi-Auto,13500,Diesel,150,45.6,2.0,Audi
A1,2017,11980,Manual,35882,Petrol,150,57.6,1.4,Audi
A4,2019,28500,Automatic,5000,Petrol,145,38.2,2.0,Audi
A4,2020,45000,Semi-Auto,6400,Diesel,145,39.2,3.0,Audi
Q3,2016,19840,Semi-Auto,28965,Diesel,150,52.3,2.0,Audi
Q3,2019,26940,Manual,590,Diesel,150,42.8,2.0,Audi
A6,2017,21290,Semi-Auto,34029,Diesel,30,61.4,2.0,Audi
A6,2019,30600,Semi-Auto,9485,Diesel,150,47.9,2.0,Audi
A6,2016,24990,Semi-Auto,38478,Diesel,160,51.4,3.0,Audi
Q3,2015,18750,Manual,31250,Petrol,235,38.7,2.0,Audi
A3,2019,18995,Manual,5000,Diesel,145,51.4,1.6,Audi
A3,2019,19300,Manual,5000,Diesel,145,51.4,1.6,Audi
Q3,2019,28000,Manual,5000,Diesel,145,42.8,2.0,Audi
A4,2019,27500,Manual,2050,Petrol,145,38.2,2.0,Audi
A4,2019,24495,Manual,5000,Petrol,145,39.2,2.0,Audi
A1,2015,10498,Manual,31393,Petrol,30,57.6,1.4,Audi
Q3,2019,27280,Manual,3000,Diesel,145,42.8,2.0,Audi
A4,2019,26480,Semi-Auto,6212,Diesel,150,44.8,2.0,Audi
A1,2019,21780,Semi-Auto,6661,Petrol,150,47.1,1.0,Audi
A1,2014,9790,Manual,44202,Petrol,30,55.4,1.2,Audi
A4,2019,40800,Semi-Auto,2800,Diesel,145,40.9,3.0,Audi
Q3,2018,24000,Semi-Auto,12000,Petrol,145,48.7,1.4,Audi
Q3,2019,29980,Semi-Auto,11754,Petrol,145,31.7,2.0,Audi
A1,2015,15698,Manual,20552,Petrol,200,40.4,2.0,Audi
Q3,2018,22000,Semi-Auto,13492,Petrol,145,47.9,1.4,Audi
A4,2017,21000,Semi-Auto,28870,Diesel,150,53.3,3.0,Audi
A3,2019,20895,Manual,6922,Diesel,145,51.4,1.6,Audi
A4,2016,12965,Manual,64425,Diesel,20,70.6,2.0,Audi
Q3,2016,18990,Semi-Auto,9106,Diesel,145,51.4,2.0,Audi
A1,2016,12950,Manual,25941,Petrol,30,55.4,1.4,Audi
A4,2020,42840,Semi-Auto,5233,Diesel,145,39.2,3.0,Audi
A6,2015,14992,Semi-Auto,73699,Diesel,125,58.9,3.0,Audi
A3,2016,13992,Semi-Auto,56136,Diesel,125,61.4,2.0,Audi
A1,2018,16890,Manual,8768,Petrol,150,51.4,1.0,Audi
A3,2014,8630,Semi-Auto,70480,Diesel,20,72.4,1.6,Audi
A3,2016,14257,Manual,14170,Petrol,20,60.1,1.4,Audi
A4,2016,12170,Manual,29825,Petrol,125,53.3,1.4,Audi
A1,2015,12070,Manual,31214,Petrol,30,55.4,1.4,Audi
A3,2015,11270,Semi-Auto,33142,Petrol,20,60.1,1.4,Audi
A3,2018,17670,Manual,19517,Petrol,145,54.3,1.5,Audi
A1,2015,11681,Manual,29430,Petrol,30,55.4,1.4,Audi
A4,2014,15567,Automatic,55119,Petrol,300,34.9,3.0,Audi
A3,2015,14190,Semi-Auto,27869,Diesel,30,64.2,2.0,Audi
A3,2018,18910,Manual,11956,Petrol,145,60.1,1.0,Audi
A1,2019,22000,Semi-Auto,5000,Petrol,145,40.9,2.0,Audi
A4,2019,24680,Automatic,2877,Diesel,145,50.4,2.0,Audi
A4,2019,22480,Manual,2525,Petrol,145,39.2,2.0,Audi
A4,2020,36400,Semi-Auto,3222,Diesel,145,44.1,2.0,Audi
A1,2020,22490,Manual,1000,Petrol,145,47.9,1.0,Audi
Q3,2019,31450,Manual,5000,Diesel,145,42.8,2.0,Audi
Q3,2019,30950,Manual,100,Diesel,145,42.8,2.0,Audi
A4,2020,43395,Semi-Auto,8500,Diesel,145,40.4,3.0,Audi
A4,2019,25000,Semi-Auto,5000,Petrol,145,38.7,2.0,Audi
A3,2015,9298,Manual,76623,Diesel,0,83.1,1.6,Audi
A3,2017,17498,Manual,23760,Petrol,30,60.1,1.4,Audi
A3,2013,10800,Semi-Auto,19606,Petrol,125,50.4,1.8,Audi
Q3,2014,12792,Semi-Auto,42846,Diesel,200,47.9,2.0,Audi
Q3,2014,9992,Manual,69944,Diesel,145,54.3,2.0,Audi
A4,2017,14992,Manual,16602,Petrol,145,50.4,2.0,Audi
A6,2013,11966,Semi-Auto,46340,Diesel,145,56.5,2.0,Audi
Q3,2015,14355,Manual,50228,Diesel,125,60.1,2.0,Audi
A1,2018,16591,Manual,9254,Petrol,150,55.4,1.4,Audi
Q3,2019,27991,Semi-Auto,8683,Diesel,150,47.1,2.0,Audi
A1,2013,10495,Semi-Auto,44700,Petrol,125,53.3,1.4,Audi
A3,2017,17691,Manual,17957,Petrol,30,60.1,1.4,Audi
A3,2014,11863,Manual,47606,Petrol,30,57.6,1.2,Audi
A3,2018,19340,Automatic,16330,Petrol,145,42.2,1.5,Audi
A4,2017,16320,Manual,33083,Diesel,0,74.3,2.0,Audi
A4,2017,20895,Automatic,17774,Petrol,145,52.3,2.0,Audi
A4,2016,15920,Manual,26016,Diesel,20,70.6,2.0,Audi
A3,2016,18602,Automatic,9340,Petrol,30,56.5,1.4,Audi
A4,2017,19220,Manual,14378,Diesel,30,67.3,2.0,Audi
A1,2018,13990,Manual,22000,Diesel,150,76.4,1.6,Audi
Q3,2017,19790,Manual,16100,Petrol,150,49.6,1.4,Audi
A1,2016,9499,Manual,29793,Diesel,0,80.7,1.6,Audi
Q3,2015,17130,Manual,27556,Diesel,160,49.6,2.0,Audi
A3,2018,20500,Automatic,10010,Petrol,145,56.5,1.5,Audi
A4,2019,26444,Semi-Auto,5800,Diesel,150,49.6,2.0,Audi
Q3,2015,17321,Manual,25296,Diesel,145,55.4,2.0,Audi
A3,2020,29000,Semi-Auto,352,Diesel,145,50.4,2.0,Audi
A3,2019,22795,Automatic,1235,Diesel,145,52.3,1.6,Audi
A1,2017,16704,Automatic,16855,Petrol,145,70.6,1.4,Audi
A4,2015,16960,Manual,29139,Diesel,160,50.4,2.0,Audi
A3,2019,31995,Semi-Auto,6500,Petrol,145,36.7,2.0,Audi
Q3,2016,16690,Manual,27998,Diesel,30,60.1,2.0,Audi
A6,2016,19990,Semi-Auto,36000,Diesel,150,56.5,2.0,Audi
A3,2017,22991,Semi-Auto,17365,Petrol,165,43.5,2.0,Audi
A1,2016,12991,Manual,30321,Petrol,30,58.9,1.4,Audi
Q3,2017,20700,Manual,25201,Diesel,145,54.3,2.0,Audi
A6,2017,17600,Semi-Auto,33779,Diesel,20,64.2,2.0,Audi
Q3,2019,26995,Manual,1500,Petrol,145,42.2,1.5,Audi
A1,2020,20495,Semi-Auto,1500,Petrol,145,44.8,1.5,Audi
A4,2020,26995,Semi-Auto,1500,Petrol,145,42.2,2.0,Audi
A1,2020,21495,Semi-Auto,1500,Petrol,145,44.8,1.0,Audi
A1,2017,14995,Manual,20966,Petrol,150,58.9,1.4,Audi
A1,2018,13995,Manual,8413,Petrol,150,56.5,1.4,Audi
Q3,2015,17000,Semi-Auto,43740,Petrol,145,47.9,1.4,Audi
A3,2017,19498,Manual,20134,Diesel,145,67.3,1.6,Audi
A1,2015,8874,Manual,74805,Petrol,30,55.4,1.4,Audi
A4,2015,14999,Semi-Auto,43158,Diesel,200,47.1,2.0,Audi
A4,2017,19400,Semi-Auto,12095,Diesel,150,67.3,2.0,Audi
A3,2016,17498,Semi-Auto,12166,Petrol,30,57.6,1.4,Audi
Q3,2016,15698,Manual,12612,Diesel,30,61.4,2.0,Audi
A3,2014,10995,Manual,84878,Diesel,20,67.3,2.0,Audi
A4,2016,15500,Manual,24625,Diesel,20,70.6,2.0,Audi
A4,2014,11391,Manual,73206,Diesel,125,60.1,2.0,Audi
Q3,2015,13610,Manual,59702,Diesel,125,60.1,2.0,Audi
A1,2016,10965,Manual,24971,Petrol,0,67.3,1.0,Audi
Q3,2017,18695,Semi-Auto,11307,Petrol,145,47.9,1.4,Audi
A4,2018,18995,Manual,14912,Petrol,145,51.4,1.4,Audi
A4,2018,20950,Semi-Auto,8022,Petrol,145,50.4,1.4,Audi
A1,2015,13495,Manual,26525,Petrol,30,58.9,1.4,Audi
A6,2019,29495,Semi-Auto,12398,Diesel,150,47.9,2.0,Audi
Q3,2016,18498,Semi-Auto,12589,Petrol,145,47.9,1.4,Audi
A4,2019,18698,Manual,2124,Petrol,145,41.5,2.0,Audi
A6,2016,17590,Manual,40070,Diesel,30,61.4,2.0,Audi
A4,2015,12097,Semi-Auto,48268,Diesel,125,56.5,2.0,Audi
A1,2015,9415,Manual,32637,Diesel,0,80.7,1.6,Audi
A6,2015,15465,Automatic,55246,Diesel,30,64.2,2.0,Audi
A3,2014,13995,Manual,62049,Diesel,20,68.9,2.0,Audi
